iter	MultiClass
731	0.341254086
732	0.3409730785
733	0.3404928783
734	0.3401607863
735	0.3397175801
736	0.339281479
737	0.3390613451
738	0.3384829469
739	0.338125882
740	0.3378398786
741	0.3374560297
742	0.3370989421
743	0.3366108008
744	0.3361605306
745	0.3359633319
746	0.3357118809
747	0.3353614545
748	0.3349243524
749	0.3347309219
750	0.3341087283
751	0.3337122953
752	0.3334803377
753	0.3332803104
754	0.3329125165
755	0.3326566474
756	0.3323825468
757	0.3319813712
758	0.331677663
759	0.3312289406
760	0.3309033288
761	0.3304671551
762	0.3300074781
763	0.3295190176
764	0.3290252547
765	0.3286475212
766	0.3283040399
767	0.3281271115
768	0.3275124125
769	0.327105407
770	0.3267649812
771	0.3265440498
772	0.3261293765
773	0.3259955497
774	0.3257526228
775	0.3253640911
776	0.324992119
777	0.3246555979
778	0.3240827112
779	0.3235583809
780	0.3230776938
781	0.322733431
782	0.3224794814
783	0.3220758647
784	0.3217406748
785	0.3213754104
786	0.3209834019
787	0.3206590913
788	0.320295413
789	0.3199164526
790	0.319545472
791	0.319327062
792	0.3191023707
793	0.3186707552
794	0.3183322408
795	0.3179011804
796	0.3175592644
797	0.3171943636
798	0.3169422189
799	0.3163836332
800	0.3160452588
801	0.3155852865
802	0.3153171889
803	0.3149613979
804	0.3148009304
805	0.3143662964
806	0.3139334348
807	0.313627685
808	0.3132589418
809	0.3129364444
810	0.3126476627
811	0.3124155039
812	0.3120133632
813	0.3116966505
814	0.3111369068
815	0.3106036095
816	0.3102294708
817	0.3099269837
818	0.309497314
819	0.3091688558
820	0.3086544805
821	0.3084324827
822	0.3080312662
823	0.3075726283
824	0.3074414034
825	0.3072308554
826	0.3068997474
827	0.3066393514
828	0.306367284
829	0.3058602716
830	0.3055500607
831	0.3053646197
832	0.3049332866
833	0.3046467864
834	0.3041945219
835	0.3038348268
836	0.3035313271
837	0.3032133576
838	0.3030746936
839	0.3029034176
840	0.3024549186
841	0.3021953561
842	0.3016604606
843	0.3012483236
844	0.3009401384
845	0.3006403029
846	0.3003668351
847	0.299883043
848	0.2995233091
849	0.299250013
850	0.2988715785
851	0.2984759034
852	0.2980854717
853	0.297783683
854	0.2976704471
855	0.2974428051
856	0.2971242947
857	0.2967955664
858	0.2963699858
859	0.2960376993
860	0.295858443
861	0.2954589271
862	0.2951492439
863	0.2948342362
864	0.2943791366
865	0.2941384022
866	0.2939755576
867	0.2936167047
868	0.2934044798
869	0.2930668804
870	0.2928358266
871	0.2923934459
872	0.2920774444
873	0.2917913825
874	0.2914018336
875	0.2910397581
876	0.2909214434
877	0.2904087503
878	0.2902590606
879	0.2899607347
880	0.2898458673
881	0.2896429503
882	0.2892227391
883	0.2890717355
884	0.2886375275
885	0.2884184203
886	0.2879754956
887	0.2878500165
888	0.2874745712
889	0.2870674999
890	0.2866528981
891	0.2862248453
892	0.2857975038
893	0.2853065373
894	0.2850524129
895	0.2849293227
896	0.2848076863
897	0.2845425593
898	0.2843686
899	0.2839645271
900	0.2836733583
901	0.2834119127
902	0.2829479486
903	0.2825508286
904	0.2824496264
905	0.2820385916
906	0.2816768303
907	0.281426295
908	0.2812533054
909	0.2810677376
910	0.2808135503
911	0.2803919741
912	0.280169777
913	0.2798678895
914	0.279458128
915	0.2792990968
916	0.2789728278
917	0.2787470029
918	0.2785730435
919	0.2783327902
920	0.2781543039
921	0.2779572149
922	0.2776973143
923	0.2773457636
924	0.2769926909
925	0.2765093404
926	0.276196134
927	0.2758225133
928	0.2755944433
929	0.2753106502
930	0.274832066
931	0.2745396765
932	0.2742036032
933	0.2738242158
934	0.2736334519
935	0.2731501388
936	0.2729486832
937	0.2726589048
938	0.2722346348
939	0.2718980735
940	0.2716985138
941	0.2715262924
942	0.2712679141
943	0.2710753983
944	0.2708767019
945	0.2704424672
946	0.2700820939
947	0.2698214977
948	0.2695023886
949	0.269145243
950	0.2688907631
951	0.2687040736
952	0.2683618407
953	0.2680727091
954	0.2679217669
955	0.2675792401
956	0.2673559919
957	0.2670676065
958	0.2668996508
959	0.2666730043
960	0.2663893415
961	0.2660581699
962	0.2656312354
963	0.2653300102
964	0.2651387108
965	0.2647369521
966	0.2645791928
967	0.2641180311
968	0.2637149199
969	0.2636064476
970	0.263429062
971	0.2631388226
972	0.262688261
973	0.2623188891
974	0.2621335972
975	0.2619718497
976	0.2617282421
977	0.2616027149
978	0.2614158231
979	0.2611601506
980	0.260826959
981	0.2605618616
982	0.2601216166
983	0.2598605481
984	0.2595575482
985	0.2593038233
986	0.2589046216
987	0.258630884
988	0.2583388888
989	0.2582042936
990	0.2579284759
991	0.257743654
992	0.2575601784
993	0.257226268
994	0.2571275104
995	0.2568677748
996	0.2567441984
997	0.2562867525
998	0.2560789161
999	0.255900473
